EvidenceTier,Split,Endpoint,Unit,Candidate,CandidateLabel,Baseline,BaselineLabel,SubjectCount,MeanDifference,Bootstrap95Lower,Bootstrap95Upper,Wins,Ties,Losses,DifferenceDefinition,BootstrapReplicates,BootstrapSeed
Primary validation,val,FullSphereERB,dB,BOUNDED,Bounded E25,SHOnly,SH only,44,-1.8693068727385536,-1.9130264154513488,-1.8251177605242306,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.002330037680539218,-0.003734049607406963,-0.0006657337600534613,34,0,10,Bounded E25 minus baseline; lower is better,10000,20265831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.014346819709647785,-0.016228769956664606,-0.01249045981940898,43,0,1,Bounded E25 minus baseline; lower is better,10000,20265832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,0.006896213374354623,0.005409410341896794,0.008623955026268958,1,0,43,Bounded E25 minus baseline; lower is better,10000,20265833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.07071665742180565,-0.08501070223071358,-0.05635896785692737,40,0,4,Bounded E25 minus baseline; lower is better,10000,20265834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.0013011441145818507,-0.015336337631613975,0.013521005765859588,25,0,19,Bounded E25 minus baseline; lower is better,10000,20265835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.01743199426988994,-0.03147666878400787,-0.0030130109364600154,30,0,14,Bounded E25 minus baseline; lower is better,10000,20265836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.043649837110291884,-0.06416974282122195,-0.022987206191913544,31,0,13,Bounded E25 minus baseline; lower is better,10000,20265837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,-0.14348106828819063,-0.196962492313038,-0.08982415462164237,34,0,10,Bounded E25 minus baseline; lower is better,10000,20265838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.5174101097578133,0.48518744800253605,0.5510019096181606,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.016682257029143246,0.01444000087001107,0.01902329247783531,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.020650458606806667,0.018989697547460143,0.022474266766485843,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.003645142371004278,-0.0002547963776371693,0.00780630704354156,19,0,25,Bounded E25 minus baseline; lower is better,10000,20266833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,-0.10728990218856117,-0.13636360649358142,-0.07818899981000207,38,0,6,Bounded E25 minus baseline; lower is better,10000,20266834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.8211984784168069,0.7801230987188129,0.8613419248246572,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.45732117898118224,0.42445979447459026,0.4905137677686201,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.4420344085901162,0.406181077956132,0.47794747722610265,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.7263322350974214,0.6208079794477309,0.835211764595254,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,RANF,RANF,44,0.22599449141947836,0.19514302776882986,0.2567439904536026,0,0,44,Bounded E25 minus baseline; lower is better,10000,20267830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,RANF,RANF,44,0.018670901656150818,0.015687567977742716,0.02166288618675687,2,0,42,Bounded E25 minus baseline; lower is better,10000,20267831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,RANF,RANF,44,0.020006070082837887,0.01635825950652361,0.023890124803239647,3,0,41,Bounded E25 minus baseline; lower is better,10000,20267832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,RANF,RANF,44,0.015603805807503786,0.012916066751561381,0.018404441326856612,2,0,42,Bounded E25 minus baseline; lower is better,10000,20267833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,RANF,RANF,44,-0.23098540847951715,-0.2746152391487902,-0.18860856152393604,41,0,3,Bounded E25 minus baseline; lower is better,10000,20267834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,RANF,RANF,44,0.4372213170390079,0.40524519177285273,0.47126110412419714,0,0,44,Bounded E25 minus baseline; lower is better,10000,20267835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,RANF,RANF,44,0.19330822214740734,0.1643458360865312,0.22369584710701132,0,0,44,Bounded E25 minus baseline; lower is better,10000,20267836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,RANF,RANF,44,0.16259579770413268,0.11979682498484252,0.20673450382386785,6,0,38,Bounded E25 minus baseline; lower is better,10000,20267837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,RANF,RANF,44,0.18124672008519171,0.0015299658362612496,0.3523997541458004,14,0,30,Bounded E25 minus baseline; lower is better,10000,20267838
Secondary validation,val,FullSphereLSD,dB,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.0385191126771458,0.023865737588489335,0.05267663879012578,11,0,33,Bounded E25 minus baseline; lower is better,10000,20268830
Secondary validation,val,HFFirstDifferenceMAE,dB/bin,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.02455422959544442,0.022419204308905386,0.026779151132160967,0,0,44,Bounded E25 minus baseline; lower is better,10000,20268831
Secondary validation,val,HFSecondDifferenceMAE,dB/bin^2,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.022665470161221245,0.02074784744869579,0.024687337468970904,0,0,44,Bounded E25 minus baseline; lower is better,10000,20268832
Secondary validation,val,MultiScaleNotchDepthMAE,dB,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.018588252365589142,0.01662435761906884,0.020709907856177198,0,0,44,Bounded E25 minus baseline; lower is better,10000,20268833
Secondary validation,val,ERBBandILDMean,dB,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,-0.007382509383288297,-0.018316523392092096,0.003896002200516787,26,0,18,Bounded E25 minus baseline; lower is better,10000,20268834
Secondary validation,val,SpatialLSD_0_10deg,dB,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.03696724263816986,0.022313898212204794,0.051159981920310876,9,0,35,Bounded E25 minus baseline; lower is better,10000,20268835
Secondary validation,val,SpatialLSD_10_20deg,dB,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.04174408336576693,0.027284884090642027,0.05562734492787531,12,0,32,Bounded E25 minus baseline; lower is better,10000,20268836
Secondary validation,val,SpatialLSD_20_30deg,dB,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.02890237546191653,0.012207711242337492,0.045256710558202524,11,0,33,Bounded E25 minus baseline; lower is better,10000,20268837
Secondary validation,val,SpatialLSD_30_180deg,dB,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.04291972099482012,-0.01601460362425447,0.09975918642746251,19,0,25,Bounded E25 minus baseline; lower is better,10000,20268838
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,SHOnly,SH only,44,-262.50646898641486,-281.5196188427265,-243.6028743951523,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,SHOnly,SH only,44,-142.6025281425553,-159.97418345271615,-124.93585378360716,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,SHOnly,SH only,44,-0.2178474306304481,-0.2327248403373089,-0.20296626467573742,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,SHOnly,SH only,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20260833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,SHOnly,SH only,44,-35.3243786196276,-37.17407141082995,-33.505234702371325,44,0,0,Bounded E25 minus baseline; lower is better,10000,20260834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,SHOnly,SH only,44,-136.42281752171667,-157.49437847034642,-116.00229900998538,43,0,1,Bounded E25 minus baseline; lower is better,10000,20260835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-193.44458558218096,-210.56663320307075,-176.5830068919572,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-102.11664299065006,-114.152868726479,-90.55117403289296,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-0.15650882703097574,-0.17124276856266815,-0.14208356009179302,44,0,0,Bounded E25 minus baseline; lower is better,10000,20261832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20261833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,1.9725339773260464,1.6149848958380266,2.3434236452219044,2,0,42,Bounded E25 minus baseline; lower is better,10000,20261834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,SUpDEqSH,SUpDEq SH,44,-11.54119341994043,-16.69034033759751,-6.449749757435236,34,1,9,Bounded E25 minus baseline; lower is better,10000,20261835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-55.979398312290705,-71.58817687261501,-39.94215440538432,40,0,4,Bounded E25 minus baseline; lower is better,10000,20262830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,4.132661486620713,-9.122353291380676,17.458693712085143,21,0,23,Bounded E25 minus baseline; lower is better,10000,20262831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-0.058484127022921696,-0.07060768266572028,-0.045946126605709584,41,0,3,Bounded E25 minus baseline; lower is better,10000,20262832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20262833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,2.84441858153698,2.2874111178724874,3.413229616090261,4,0,40,Bounded E25 minus baseline; lower is better,10000,20262834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,SUpDEqNN,SUpDEq NN,44,-7.753314011179927,-12.133051578447605,-2.959286708077839,32,2,10,Bounded E25 minus baseline; lower is better,10000,20262835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-61.69954074125696,-77.29505218324066,-45.55107898167811,41,0,3,Bounded E25 minus baseline; lower is better,10000,20263830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-0.43952544522816145,-13.817297085771225,13.457447701993432,26,0,18,Bounded E25 minus baseline; lower is better,10000,20263831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-0.06187993240439225,-0.07440765471650092,-0.04919003156853372,41,0,3,Bounded E25 minus baseline; lower is better,10000,20263832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20263833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,2.528336651303748,1.95482354562088,3.1029260340005673,5,0,39,Bounded E25 minus baseline; lower is better,10000,20263834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,SUpDEqBary,SUpDEq Barycentric,44,-8.996211611454122,-13.553502371492373,-4.202180356184147,34,1,9,Bounded E25 minus baseline; lower is better,10000,20263835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,MCA,MCA,44,-155.98852101303848,-170.42166056930003,-141.51664603001151,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,MCA,MCA,44,-85.50736298152817,-95.25494192795905,-75.58371598084891,43,0,1,Bounded E25 minus baseline; lower is better,10000,20264831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,MCA,MCA,44,-0.1217015859022831,-0.13360293670180373,-0.1097117329288194,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,MCA,MCA,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20264833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,MCA,MCA,44,-0.49061497218042227,-0.5486653934768215,-0.4308254915901148,44,0,0,Bounded E25 minus baseline; lower is better,10000,20264834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,MCA,MCA,44,-8.34517149170014,-9.411997234565204,-7.161462483715943,42,0,2,Bounded E25 minus baseline; lower is better,10000,20264835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,13.164367200092192,6.739549951659246,19.709710534479758,12,0,32,Bounded E25 minus baseline; lower is better,10000,20265830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,7.479001997624752,0.12767099411031094,15.049202608913674,19,0,25,Bounded E25 minus baseline; lower is better,10000,20265831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,0.009435372041717795,0.004975928483651958,0.013965402101941544,9,0,35,Bounded E25 minus baseline; lower is better,10000,20265832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20265833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,0.0005712013245022796,-0.02584029126293712,0.02832539167637461,20,0,24,Bounded E25 minus baseline; lower is better,10000,20265834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,MCARv351,MCAR v3.5.1,44,0.2367431244982237,-0.3551123716699129,0.8877839057028971,10,24,10,Bounded E25 minus baseline; lower is better,10000,20265835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,132.77232458170056,119.2940113255236,146.7803809283073,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,92.01000035471651,78.09608755269404,106.48713957169878,1,0,43,Bounded E25 minus baseline; lower is better,10000,20266831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.07787573268188375,0.06840097873371587,0.08771037256719613,0,0,44,Bounded E25 minus baseline; lower is better,10000,20266832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20266833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,-0.02307831946231964,-1.06282990759724,0.9510848265041459,20,0,24,Bounded E25 minus baseline; lower is better,10000,20266834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,FSPAE,FSP-AE,44,25.804920720805637,13.375940732823272,37.16856116708103,6,0,38,Bounded E25 minus baseline; lower is better,10000,20266835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,RANF,RANF,44,103.41281530676943,87.71210064353996,118.85020361199928,0,0,44,Bounded E25 minus baseline; lower is better,10000,20267830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,RANF,RANF,44,76.82600117022322,63.41756271904799,90.30404901274342,3,0,41,Bounded E25 minus baseline; lower is better,10000,20267831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,RANF,RANF,44,0.05783867805867616,0.04759109184580597,0.06768236248892925,3,0,41,Bounded E25 minus baseline; lower is better,10000,20267832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,RANF,RANF,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20267833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,RANF,RANF,44,-2.0685154131853154,-2.9130690501566305,-1.2414928155238683,33,0,11,Bounded E25 minus baseline; lower is better,10000,20267834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,RANF,RANF,44,-25.3906294925731,-39.892588872383136,-12.54735513860148,30,0,14,Bounded E25 minus baseline; lower is better,10000,20267835
Deferred validation,val,DominantNotchPenalizedMAE_Hz,Hz,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,26.736629534913014,21.432939140621357,32.047208190763996,3,0,41,Bounded E25 minus baseline; lower is better,10000,20268830
Deferred validation,val,DominantNotchMatchedMAE_Hz,Hz,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,27.70574648993335,21.773281840262438,33.935479207225484,4,0,40,Bounded E25 minus baseline; lower is better,10000,20268831
Deferred validation,val,DominantNotchMissRate,fraction,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.012016147524211923,0.007443106874215539,0.01677623161573228,11,0,33,Bounded E25 minus baseline; lower is better,10000,20268832
Deferred validation,val,DominantNotchSpuriousRate,fraction,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,0.0,0.0,0.0,0,44,0,Bounded E25 minus baseline; lower is better,10000,20268833
Deferred validation,val,ITDWeightedMAE_us,us,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,-0.00156032792992193,-0.025613858465821843,0.022032070261452992,22,0,22,Bounded E25 minus baseline; lower is better,10000,20268834
Deferred validation,val,ITDMaximumAbsoluteError_us,us,BOUNDED,Bounded E25,HYBRID,Hybrid E190,44,-1.3229013843969866e-06,-0.651046072810211,0.651039458303289,11,20,13,Bounded E25 minus baseline; lower is better,10000,20268835
